director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
Ibai Abad,Lewis Rainer,Joséphine Berry,Charlotte Atkinson,Drama Music Romance,the girl from the song,Lewis Rainer Joséphine Berry Charlotte Atkinson Ibai Abad Drama Music Romance
Julian Radlmaier,Julian Radlmaier,Deragh Campbell,Beniamin Forthi,Comedy,self-criticism of a bourgeois dog,Julian Radlmaier Deragh Campbell Beniamin Forthi Julian Radlmaier Comedy
Pierre Coré,Omar Sy,Louane Emera,Franck Gastambide,Adventure Animation Comedy Family,sahara,Omar Sy Louane Emera Franck Gastambide Pierre Coré Adventure Animation Comedy Family
François Ozon,Marine Vacth,Jérémie Renier,Jacqueline Bisset,Thriller,the double lover,Marine Vacth Jérémie Renier Jacqueline Bisset François Ozon Thriller
Steven C. Miller,Bruce Willis,Hayden Christensen,Gethin Anthony,Action Thriller,first kill,Bruce Willis Hayden Christensen Gethin Anthony Steven C. Miller Action Thriller
T.J. Martin Daniel Lindsay,Rodney King,Tom Brokaw,George H. W. Bush,Documentary,la 92,Rodney King Tom Brokaw George H. W. Bush T.J. Martin Daniel Lindsay Documentary
Kenny Ortega,Dove Cameron,Sofia Carson,Cameron Boyce,TV Movie Family Action Comedy Music Adventure,descendants 2,Dove Cameron Sofia Carson Cameron Boyce Kenny Ortega TV Movie Family Action Comedy Music Adventure
Maria Sadowska,Magdalena Boczarska,Piotr Adamczyk,Justyna Wasilewska,Drama,the art of loving. story of michalina wislocka,Magdalena Boczarska Piotr Adamczyk Justyna Wasilewska Maria Sadowska Drama
Sam Garbarski,Anatole Taubman,Moritz Bleibtreu,Joel Basman,Comedy Drama War,bye bye germany,Anatole Taubman Moritz Bleibtreu Joel Basman Sam Garbarski Comedy Drama War
Timothy Woodward Jr.,Kaiwi Lyman,Bruce Dern,Denise Richards,Crime Drama Thriller,american violence,Kaiwi Lyman Bruce Dern Denise Richards Timothy Woodward Jr. Crime Drama Thriller
Philippe de Chauveron,Christian Clavier,Ary Abittan,Elsa Zylberstein,Comedy,with open arms,Christian Clavier Ary Abittan Elsa Zylberstein Philippe de Chauveron Comedy
Thomas Kruithof,François Cluzet,Denis Podalydès,Sami Bouajila,Thriller,scribe,François Cluzet Denis Podalydès Sami Bouajila Thomas Kruithof Thriller
Todd Grimes,Grey Griffin,Tara Strong,Anais Fairweather,Animation,lego dc super hero girls: brain drain,Grey Griffin Tara Strong Anais Fairweather Todd Grimes Animation
Pat Healy,Taylor Schilling,Pat Healy,Alycia Delmore,Comedy Crime,take me,Taylor Schilling Pat Healy Alycia Delmore Pat Healy Comedy Crime
Anshai Lal,Anushka Sharma,Diljit Dosanjh,Suraj Sharma,Fantasy Comedy Romance Drama,phillauri,Anushka Sharma Diljit Dosanjh Suraj Sharma Anshai Lal Fantasy Comedy Romance Drama
Jim Strouse,Jessica Williams,Chris O'Dowd,Keith Stanfield,Romance Comedy,the incredible jessica james,Jessica Williams Chris O'Dowd Keith Stanfield Jim Strouse Romance Comedy
Farhad Mann,Adelaide Kane,Benjamin Hollingsworth,Jean Louisa Kelly,Romance,can't buy my love,Adelaide Kane Benjamin Hollingsworth Jean Louisa Kelly Farhad Mann Romance
Hannaleena Hauru,Inka Haapamäki,Rosa Honkonen,Tiitus Rantala,Romance Comedy,thick lashes of lauri mäntyvaara,Inka Haapamäki Rosa Honkonen Tiitus Rantala Hannaleena Hauru Romance Comedy
Jonathan A. Rosenbaum,Lou Diamond Phillips,Wallace Shawn,Gina Holden,Crime Comedy Action Family,cop and a half: new recruit,Lou Diamond Phillips Wallace Shawn Gina Holden Jonathan A. Rosenbaum Crime Comedy Action Family
Ravi Udyawar,Sridevi Kapoor,Sajal Ali,Akshaye Khanna,Crime Drama Thriller,mom,Sridevi Kapoor Sajal Ali Akshaye Khanna Ravi Udyawar Crime Drama Thriller
